Sample in Buffer,Sample in Window,TRIGGER,w_dfi_address[25:0],w_dfi_bank[5:0],w_dfi_cas_n[1:0],w_dfi_cs_n[1:0],w_dfi_ras_n[1:0],w_dfi_rddata[63:0],w_dfi_rddata_en[1:0],w_dfi_rddata_valid[1:0],w_dfi_we_n[1:0],w_dfi_wrdata[63:0],w_dfi_wrdata_en[1:0],w_idelay_rdy,u_harness/w_dfi_rddata_dly[63:0],u_harness/w_rd_dbg_actual[63:0],u_harness/w_rd_dbg_expected[63:0],u_harness/w_rd_dbg_mismatch,u_harness/w_rd_dbg_valid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
865,865,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
866,866,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
867,867,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
868,868,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
869,869,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
870,870,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
871,871,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
872,872,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
873,873,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
874,874,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
875,875,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
876,876,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
877,877,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
878,878,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
879,879,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
880,880,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
881,881,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
882,882,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
883,883,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
884,884,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
885,885,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
886,886,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
887,887,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
888,888,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
889,889,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
890,890,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
891,891,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
892,892,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
893,893,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
894,894,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
895,895,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
896,896,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
897,897,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
898,898,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
899,899,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
900,900,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
901,901,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
902,902,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
903,903,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
904,904,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
905,905,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
906,906,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
907,907,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
908,908,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
909,909,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
910,910,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
911,911,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
912,912,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
913,913,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
914,914,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
915,915,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
916,916,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
917,917,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
918,918,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
919,919,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
920,920,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
921,921,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
922,922,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
923,923,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
924,924,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
925,925,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
926,926,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
927,927,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
928,928,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
929,929,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
930,930,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
931,931,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
932,932,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
933,933,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
934,934,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
935,935,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
936,936,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
937,937,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
938,938,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
939,939,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
940,940,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
941,941,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
942,942,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
943,943,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
944,944,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
945,945,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
946,946,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
947,947,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
948,948,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
949,949,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
950,950,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
951,951,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
952,952,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
953,953,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
954,954,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
955,955,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
956,956,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
957,957,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
958,958,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
959,959,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
960,960,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
961,961,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
962,962,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
963,963,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
964,964,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
965,965,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
966,966,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
967,967,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
968,968,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
969,969,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
970,970,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
971,971,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
972,972,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
973,973,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
974,974,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
975,975,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
976,976,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
977,977,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
978,978,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
979,979,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
980,980,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
981,981,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
982,982,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
983,983,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
984,984,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
985,985,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
986,986,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
987,987,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
988,988,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
989,989,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
990,990,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
991,991,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
992,992,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
993,993,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
994,994,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
995,995,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
996,996,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
997,997,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
998,998,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
999,999,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1000,1000,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1001,1001,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1002,1002,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1003,1003,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1004,1004,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1005,1005,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1006,1006,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1007,1007,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1008,1008,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1009,1009,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1010,1010,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1011,1011,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1012,1012,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1013,1013,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1014,1014,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1015,1015,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1016,1016,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1017,1017,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1018,1018,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1019,1019,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1020,1020,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1021,1021,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1022,1022,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1023,1023,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1024,1024,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1025,1025,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1026,1026,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1027,1027,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1028,1028,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1029,1029,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1030,1030,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1031,1031,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1032,1032,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1033,1033,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1034,1034,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1035,1035,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1036,1036,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1037,1037,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1038,1038,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
1039,1039,0,0000000,00,3,3,3,0000000000000000,0,0,3,70afe43db6052378,0,1,0000000000000000,c7dddaf301771db6,c7dddaf301771db6,0,0
